,Lycorine_A1,Lycorine_A9,Lycorine_A18,Bufalin_B3,Bufalin_B12,Bufalin_B20,DMSO_C5,DMSO_C14,DMSO_C22
ENSRNOG00000060247,0,0,0,0,0,0,0,0,0
ENSRNOG00000060248,107,106,86,140,119,153,249,173,149
ENSRNOG00000060249,0,0,0,0,0,0,0,0,0
ENSRNOG00000060250,0,0,0,0,0,0,0,0,0
ENSRNOG00000060251,0,0,0,0,0,0,0,0,0
ENSRNOG00000060252,0,0,0,0,0,0,0,0,0
ENSRNOG00000060253,0,0,0,0,0,0,0,0,0
ENSRNOG00000060254,0,0,0,0,0,0,0,0,0
ENSRNOG00000060255,0,0,0,0,0,0,0,0,0
ENSRNOG00000060256,0,0,0,2,0,0,0,0,0
ENSRNOG00000060257,0,0,0,0,0,0,0,0,0
ENSRNOG00000060258,0,1,3,2,2,1,2,1,0
ENSRNOG00000060259,0,0,0,0,0,0,0,0,0
ENSRNOG00000060260,0,0,0,0,0,0,0,0,0
ENSRNOG00000060261,0,0,0,0,0,0,0,0,0
ENSRNOG00000060262,740,814,629,808,746,886,1087,795,819
ENSRNOG00000060263,0,0,0,0,0,0,0,0,0
ENSRNOG00000060264,0,0,0,0,0,0,0,0,0
ENSRNOG00000060265,2,0,0,0,0,0,0,0,0
ENSRNOG00000060266,525,826,506,688,802,890,1204,708,691
ENSRNOG00000060267,24,14,16,87,51,40,61,36,64
ENSRNOG00000060268,0,0,0,0,0,0,0,0,0
ENSRNOG00000060269,3,7,3,1,0,0,0,0,1
ENSRNOG00000060270,0,1,0,0,0,0,0,0,0
ENSRNOG00000060271,0,0,0,0,0,0,0,0,0
ENSRNOG00000060272,0,0,0,0,0,0,0,0,0
ENSRNOG00000060273,0,0,0,0,0,0,0,0,0
ENSRNOG00000060274,0,0,0,0,0,0,0,0,0
ENSRNOG00000060275,0,0,0,0,0,0,0,0,0
ENSRNOG00000060276,0,0,0,0,0,0,0,0,0
ENSRNOG00000060277,0,0,0,0,0,0,0,0,0
ENSRNOG00000060278,0,1,0,0,0,0,0,0,0
ENSRNOG00000060279,0,0,0,0,0,0,0,0,0
ENSRNOG00000060280,0,0,0,0,1,0,0,0,0
ENSRNOG00000060281,0,0,3,0,0,0,0,0,0
ENSRNOG00000060282,2,0,1,2,0,0,0,0,0
ENSRNOG00000060283,0,0,0,0,0,1,0,0,0
ENSRNOG00000060284,14,7,7,1,0,0,1,1,0
ENSRNOG00000060285,0,0,0,0,0,0,0,0,0
ENSRNOG00000060286,0,0,0,0,0,0,0,0,0
ENSRNOG00000060287,0,0,0,0,0,0,0,0,0
ENSRNOG00000060288,2,6,3,11,6,4,6,3,5
ENSRNOG00000060289,0,0,0,0,0,0,0,0,0
ENSRNOG00000060290,2,2,0,10,8,4,11,4,2
ENSRNOG00000060291,0,0,0,1,0,0,0,0,0
ENSRNOG00000060292,0,0,0,0,0,0,0,0,0
ENSRNOG00000060293,2074,1784,1350,1741,1741,1502,2215,1698,1556
ENSRNOG00000060294,0,0,0,0,0,0,0,0,0
ENSRNOG00000060295,0,0,0,0,0,0,0,0,0
ENSRNOG00000060296,1,7,0,0,0,0,0,0,0
ENSRNOG00000060297,0,0,0,0,0,0,0,0,0
ENSRNOG00000060298,0,0,0,0,0,0,0,0,0
ENSRNOG00000060299,0,0,0,0,0,0,0,0,0
ENSRNOG00000060300,0,0,0,0,0,0,0,0,0
ENSRNOG00000060301,1,0,0,2,0,0,0,0,1
ENSRNOG00000060302,0,1,0,0,0,0,0,0,3
ENSRNOG00000060303,0,0,0,0,0,0,0,0,0
ENSRNOG00000060304,0,0,0,0,0,0,0,0,0
ENSRNOG00000060305,0,0,0,1,0,0,0,0,0
ENSRNOG00000060306,0,0,0,0,0,0,0,0,0
ENSRNOG00000060307,39,43,44,68,62,75,118,119,107
ENSRNOG00000060308,42,44,28,11,14,12,37,20,12
ENSRNOG00000060309,0,0,0,0,0,0,0,0,0
ENSRNOG00000060310,25,44,24,40,56,45,63,42,31
ENSRNOG00000060311,17,9,13,79,36,30,47,37,53
ENSRNOG00000060312,14,11,17,15,21,17,14,22,20
ENSRNOG00000060313,0,0,0,0,0,0,0,0,0
ENSRNOG00000060314,0,0,0,0,0,0,0,0,0
ENSRNOG00000060315,2,0,1,4,0,5,3,0,0
ENSRNOG00000060316,0,0,0,0,0,0,0,0,0
ENSRNOG00000060317,0,0,0,0,0,0,0,0,0
ENSRNOG00000060318,0,0,0,0,0,0,0,0,0
ENSRNOG00000060319,0,0,0,0,0,0,0,0,0
ENSRNOG00000060320,0,1,1,2,0,0,1,0,0
ENSRNOG00000060321,0,0,0,0,0,0,0,0,0
ENSRNOG00000060322,0,0,0,0,0,0,0,0,0
ENSRNOG00000060323,0,0,0,0,0,0,0,0,0
ENSRNOG00000060324,0,0,0,0,0,0,0,0,0
ENSRNOG00000060325,6,0,3,3,0,0,0,2,0
ENSRNOG00000060326,0,0,0,0,0,0,0,0,0
ENSRNOG00000060327,0,0,0,0,0,0,0,0,0
ENSRNOG00000060328,0,0,0,1,0,0,0,1,0
ENSRNOG00000060329,31,40,33,89,73,97,50,59,69
ENSRNOG00000060330,0,0,0,0,0,0,0,0,0
ENSRNOG00000060331,0,0,0,0,0,0,0,0,0
ENSRNOG00000060332,0,0,0,0,0,0,0,0,0
ENSRNOG00000060333,0,0,0,0,0,0,0,0,0
ENSRNOG00000060334,11,3,4,0,1,0,3,0,0
ENSRNOG00000060335,4963,3127,3754,3438,4054,4159,3956,2848,3699
ENSRNOG00000060336,0,0,0,0,0,0,0,0,0
ENSRNOG00000060337,229,208,195,339,285,406,616,345,348
ENSRNOG00000060338,7,4,4,4,6,0,3,6,1
ENSRNOG00000060339,0,0,0,0,0,0,0,0,0
ENSRNOG00000060340,6096,3924,3677,5076,6949,6361,6039,5406,5505
ENSRNOG00000060341,42,36,32,62,59,77,52,30,61
ENSRNOG00000060342,0,0,0,0,0,0,0,0,0
ENSRNOG00000060343,0,0,0,0,0,0,0,0,1
ENSRNOG00000060344,6,4,6,28,17,25,36,7,16
ENSRNOG00000060345,0,0,0,0,0,0,0,0,0
ENSRNOG00000060346,0,0,0,0,0,0,0,0,0
ENSRNOG00000060347,0,0,0,0,0,0,0,0,0
ENSRNOG00000060348,0,0,0,3,0,1,3,4,0
ENSRNOG00000060349,127,142,155,485,458,604,849,563,549
ENSRNOG00000060350,2201,4700,2842,1097,1450,1665,1691,1577,1266
ENSRNOG00000060351,0,0,1,0,0,0,0,0,0
ENSRNOG00000060352,0,0,0,0,0,0,4,0,1
ENSRNOG00000060353,0,0,0,0,0,0,0,0,0
ENSRNOG00000060354,0,0,0,0,0,0,0,0,0
ENSRNOG00000060355,8,7,3,6,1,2,0,0,1
ENSRNOG00000060356,57,39,50,73,54,62,105,71,48
ENSRNOG00000060357,0,0,0,0,0,0,0,0,0
ENSRNOG00000060358,0,0,0,0,0,0,0,0,0
ENSRNOG00000060359,87,120,84,46,49,46,66,49,28
ENSRNOG00000060360,7,4,6,7,2,8,14,15,13
ENSRNOG00000060361,0,0,0,2,0,0,1,1,2
ENSRNOG00000060362,6,0,1,2,1,2,2,0,0
ENSRNOG00000060363,0,0,0,0,0,0,0,0,0
ENSRNOG00000060364,0,1,0,0,0,0,0,0,0
ENSRNOG00000060365,17,13,8,17,9,3,27,16,7
ENSRNOG00000060366,2,2,5,4,1,0,2,1,4
ENSRNOG00000060367,882,477,563,772,740,875,1009,610,877
ENSRNOG00000060368,0,0,0,0,0,0,0,0,0
ENSRNOG00000060369,0,0,0,0,0,0,0,0,0
ENSRNOG00000060370,0,0,0,0,0,0,0,0,0
ENSRNOG00000060371,0,0,0,0,0,0,0,0,0
ENSRNOG00000060372,0,0,0,0,0,0,0,0,0
ENSRNOG00000060373,0,0,0,0,0,0,0,0,0
ENSRNOG00000060374,0,0,0,0,0,0,0,0,0
ENSRNOG00000060375,0,0,0,0,0,0,0,0,0
ENSRNOG00000060376,27,28,21,16,17,12,30,19,15
ENSRNOG00000060377,0,0,0,0,0,0,0,0,0
ENSRNOG00000060378,1,0,0,2,0,2,1,1,2
ENSRNOG00000060379,513,827,503,270,355,440,441,423,347
ENSRNOG00000060380,0,0,0,0,0,0,0,0,0
ENSRNOG00000060381,32,26,52,1254,327,681,1089,414,497
ENSRNOG00000060382,0,0,2,1,2,1,4,0,2
ENSRNOG00000060383,2,0,0,0,1,1,0,0,1
ENSRNOG00000060384,0,0,0,0,0,0,0,0,0
ENSRNOG00000060385,0,0,0,0,0,0,0,0,0
ENSRNOG00000060386,0,2,1,12,12,11,17,5,8
ENSRNOG00000060387,0,0,0,0,0,0,0,0,0
ENSRNOG00000060388,6,5,3,12,16,18,19,8,21
ENSRNOG00000060389,0,0,0,0,0,0,0,0,0
ENSRNOG00000060390,0,0,0,0,3,0,0,0,2
ENSRNOG00000060391,31,18,13,12,6,8,13,11,7
ENSRNOG00000060392,0,0,0,0,0,0,0,0,0
ENSRNOG00000060393,0,0,0,0,0,0,0,0,0
ENSRNOG00000060394,0,0,0,0,0,0,0,0,0
ENSRNOG00000060395,0,1,0,2,0,1,0,3,2
ENSRNOG00000060396,0,0,0,0,0,0,0,0,0
ENSRNOG00000060397,0,0,0,0,0,0,0,0,0
ENSRNOG00000060398,0,0,0,0,0,0,0,0,0
ENSRNOG00000060399,5,2,2,0,0,0,0,0,0
ENSRNOG00000060400,0,0,0,0,0,0,0,0,0
ENSRNOG00000060401,1,0,2,0,0,1,2,2,3
ENSRNOG00000060402,0,0,0,0,0,0,0,0,0
ENSRNOG00000060403,0,0,0,0,0,0,0,0,0
ENSRNOG00000060404,0,0,3,3,1,1,6,0,0
ENSRNOG00000060405,0,0,0,0,0,0,1,0,5
ENSRNOG00000060406,5,9,2,3,8,5,4,3,4
ENSRNOG00000060407,10,2,4,4,3,11,5,9,9
ENSRNOG00000060408,0,0,0,0,0,0,0,0,0
ENSRNOG00000060409,0,0,0,0,0,0,0,0,0
ENSRNOG00000060410,376,429,419,1020,1443,1551,3332,1678,1307
ENSRNOG00000060411,0,0,0,0,0,0,0,0,0
ENSRNOG00000060412,4,2,2,0,1,1,1,1,0
ENSRNOG00000060413,0,0,0,0,0,0,0,0,0
ENSRNOG00000060414,1,0,2,4,0,2,3,0,1
ENSRNOG00000060415,0,0,0,0,0,0,0,0,0
ENSRNOG00000060416,0,0,0,0,0,0,0,0,0
ENSRNOG00000060417,0,0,0,0,0,0,0,0,0
ENSRNOG00000060418,2,0,0,0,0,0,0,0,0
ENSRNOG00000060419,0,0,0,0,0,0,0,0,0
ENSRNOG00000060420,0,0,0,0,0,0,0,0,0
ENSRNOG00000060421,1,0,0,0,1,0,1,0,0
ENSRNOG00000060422,0,0,0,0,0,0,0,0,0
ENSRNOG00000060423,2,0,0,0,0,0,0,0,0
ENSRNOG00000060424,0,0,0,0,0,0,0,0,0
ENSRNOG00000060425,0,0,0,0,0,0,0,0,0
ENSRNOG00000060426,0,0,0,0,0,0,0,0,0
ENSRNOG00000060427,0,0,0,3,1,0,0,0,0
ENSRNOG00000060428,0,0,0,0,0,0,0,0,0
ENSRNOG00000060429,413,405,367,314,257,358,461,272,275
ENSRNOG00000060430,3,0,0,3,4,1,4,1,3
ENSRNOG00000060431,0,0,0,0,0,0,0,0,1
ENSRNOG00000060432,0,1,0,0,0,0,0,0,0
ENSRNOG00000060433,0,0,0,0,0,0,0,0,0
ENSRNOG00000060434,1056,682,779,1267,1140,1500,1787,1142,1192
ENSRNOG00000060435,37,133,94,20,27,28,34,24,15
ENSRNOG00000060436,699,707,534,588,723,711,908,773,639
ENSRNOG00000060437,9,4,7,38,39,57,85,46,47
ENSRNOG00000060438,31,74,72,11,18,34,20,33,14
ENSRNOG00000060439,0,0,2,0,2,0,0,0,0
ENSRNOG00000060440,1,2,0,1,0,0,0,0,0
ENSRNOG00000060441,0,0,0,0,0,0,0,0,0
ENSRNOG00000060442,0,0,0,0,0,0,1,0,0
ENSRNOG00000060443,0,0,0,0,0,0,0,0,0
ENSRNOG00000060444,0,0,0,0,0,0,0,0,0
ENSRNOG00000060445,0,1,0,1,0,1,0,0,0
ENSRNOG00000060446,0,0,0,0,0,0,0,0,0
ENSRNOG00000060447,0,0,0,0,0,0,0,0,0
ENSRNOG00000060448,71,48,39,89,260,217,236,209,166
ENSRNOG00000060449,3050,1861,2071,5230,3486,3929,6035,3393,3579
ENSRNOG00000060450,0,0,0,0,0,0,0,0,0
ENSRNOG00000060451,0,0,0,0,0,0,0,0,0
ENSRNOG00000060452,0,0,0,0,0,0,0,0,0
ENSRNOG00000060453,0,0,0,0,0,1,0,0,0
ENSRNOG00000060454,0,0,0,0,0,0,0,0,0
ENSRNOG00000060455,5,0,6,5,4,3,2,2,0
ENSRNOG00000060456,0,0,0,0,0,0,0,0,0
ENSRNOG00000060457,5,2,9,6,10,23,19,2,9
ENSRNOG00000060458,0,0,0,0,0,0,0,0,0
ENSRNOG00000060459,0,0,0,0,0,0,0,0,0
ENSRNOG00000060460,71,44,76,689,428,571,796,334,449
ENSRNOG00000060461,0,0,0,0,0,0,0,0,0
ENSRNOG00000060462,0,0,0,0,0,0,0,0,0
ENSRNOG00000060463,42,53,31,35,24,38,49,22,38
ENSRNOG00000060464,355,183,141,69,72,70,127,62,64
ENSRNOG00000060465,0,0,0,0,0,0,0,0,0
ENSRNOG00000060466,0,0,0,0,0,0,0,0,0
ENSRNOG00000060467,0,0,0,0,0,0,0,0,0
ENSRNOG00000060468,0,0,0,0,0,0,0,0,0
ENSRNOG00000060469,85,10,18,18,9,10,54,7,31
ENSRNOG00000060471,0,0,0,0,0,0,0,0,0
ENSRNOG00000060472,1,0,0,0,0,0,0,0,0
ENSRNOG00000060473,0,0,0,0,0,0,0,0,0
ENSRNOG00000060474,0,0,0,0,0,0,0,0,0
ENSRNOG00000060475,153,153,176,77,74,173,205,157,132
ENSRNOG00000060476,0,0,0,0,0,0,0,0,0
ENSRNOG00000060477,0,0,0,0,0,0,0,0,0
ENSRNOG00000060478,2,2,0,0,1,1,1,0,0
ENSRNOG00000060479,424,515,480,357,341,424,523,328,331
ENSRNOG00000060480,2,0,0,0,0,0,0,0,0
ENSRNOG00000060481,0,0,0,0,0,0,0,0,0
ENSRNOG00000060482,0,1,0,0,0,0,0,0,0
ENSRNOG00000060483,0,0,1,0,0,0,0,0,0
ENSRNOG00000060484,0,0,0,0,0,0,0,0,0
ENSRNOG00000060485,0,0,0,0,0,0,0,0,0
ENSRNOG00000060486,68,38,31,76,63,62,123,76,58
ENSRNOG00000060487,0,0,0,0,1,0,2,0,0
ENSRNOG00000060488,0,0,0,0,0,0,0,0,0
ENSRNOG00000060489,1,0,0,0,0,0,0,0,1
ENSRNOG00000060490,0,0,0,0,0,0,2,0,0
ENSRNOG00000060491,0,0,0,0,0,0,0,0,0
ENSRNOG00000060492,6,2,2,1,2,8,0,0,0
ENSRNOG00000060493,0,0,0,0,0,0,0,0,0
ENSRNOG00000060494,0,0,0,0,0,0,0,0,0
ENSRNOG00000060495,1,0,0,0,0,0,0,0,1
ENSRNOG00000060496,735,749,851,372,359,473,726,325,382
ENSRNOG00000060497,0,0,0,0,0,0,0,0,0
ENSRNOG00000060498,0,0,0,0,0,4,0,1,0
ENSRNOG00000060499,0,0,0,0,0,0,0,0,0
ENSRNOG00000060500,1,2,2,6,1,11,12,6,9
ENSRNOG00000060501,0,0,0,0,0,0,0,0,0
ENSRNOG00000060502,19,6,23,66,61,57,79,52,47
ENSRNOG00000060503,0,0,0,0,0,0,0,0,0
ENSRNOG00000060504,0,0,0,0,0,0,0,0,2
ENSRNOG00000060505,0,0,0,0,0,0,0,1,0
ENSRNOG00000060506,1,2,0,1,2,0,1,0,0
ENSRNOG00000060507,1,1,0,1,1,0,3,0,0
ENSRNOG00000060508,0,0,0,0,0,0,0,0,0
ENSRNOG00000060509,0,0,0,0,0,0,0,0,0
ENSRNOG00000060510,0,0,0,0,0,0,0,0,0
ENSRNOG00000060511,68504,50722,50969,39477,33006,43894,53992,40974,39003
ENSRNOG00000060512,0,0,4,2,3,0,6,2,1
ENSRNOG00000060513,0,1,1,0,0,4,1,2,0
ENSRNOG00000060514,0,0,0,0,0,0,0,0,0
ENSRNOG00000060515,0,0,0,0,0,0,0,0,0
ENSRNOG00000060516,0,0,0,0,0,0,0,0,0
ENSRNOG00000060517,0,0,0,0,0,0,0,0,0
ENSRNOG00000060518,3,1,0,2,2,1,2,1,1
ENSRNOG00000060519,0,0,0,0,0,0,0,0,0
ENSRNOG00000060520,0,0,1,0,0,0,0,0,0
ENSRNOG00000060521,7,7,2,4,2,2,2,2,1
ENSRNOG00000060522,0,0,0,0,0,0,0,0,0
ENSRNOG00000060523,11,1,4,11,0,9,17,0,19
ENSRNOG00000060524,9,3,8,0,0,1,0,0,0
ENSRNOG00000060525,2,3,2,0,0,0,0,0,0
ENSRNOG00000060526,2,0,0,0,0,0,0,1,0
ENSRNOG00000060527,0,0,0,1,0,0,0,0,0
ENSRNOG00000060528,402,214,305,38,29,24,42,39,21
ENSRNOG00000060529,0,0,0,0,0,0,0,0,0
ENSRNOG00000060530,1711,1527,1048,1511,1393,1417,1985,1472,1172
ENSRNOG00000060531,0,0,0,0,0,0,0,0,0
ENSRNOG00000060532,1,0,0,11,14,2,22,8,5
ENSRNOG00000060533,0,0,0,0,0,0,0,0,0
ENSRNOG00000060534,0,0,0,0,0,0,0,0,0
ENSRNOG00000060535,0,0,0,0,0,0,0,0,0
ENSRNOG00000060536,0,0,0,2,0,0,0,0,0
ENSRNOG00000060537,0,0,0,0,0,0,0,0,0
ENSRNOG00000060538,972,871,772,1252,1611,2072,2063,1664,1664
ENSRNOG00000060539,40,15,14,55,24,27,52,39,27
ENSRNOG00000060540,0,0,0,0,0,0,0,0,0
ENSRNOG00000060541,0,0,0,0,0,0,1,0,0
ENSRNOG00000060542,234,198,244,212,187,221,229,170,194
ENSRNOG00000060543,1,0,0,0,0,0,0,0,1
ENSRNOG00000060544,1921,1499,1687,1004,866,1242,1445,899,1078
ENSRNOG00000060545,0,0,0,0,0,0,0,0,0
ENSRNOG00000060546,0,0,0,0,0,0,0,0,0
ENSRNOG00000060547,1,0,1,0,1,0,0,1,0
ENSRNOG00000060548,0,0,0,0,0,0,0,0,0
ENSRNOG00000060549,0,0,0,0,0,0,0,0,0
ENSRNOG00000060550,737,841,689,1700,1422,1595,2166,1556,1687
ENSRNOG00000060551,0,0,0,0,0,0,0,0,0
ENSRNOG00000060552,0,0,0,0,0,0,0,0,0
ENSRNOG00000060553,0,0,0,0,0,0,0,0,0
ENSRNOG00000060554,0,0,0,0,0,0,0,0,0
ENSRNOG00000060555,0,0,0,0,0,0,0,1,0
ENSRNOG00000060556,0,0,0,0,0,0,0,0,0
ENSRNOG00000060557,0,0,0,0,0,0,0,0,0
ENSRNOG00000060558,0,0,0,0,0,0,0,0,0
ENSRNOG00000060559,0,0,3,0,0,1,1,1,0
ENSRNOG00000060560,0,0,0,0,0,0,0,0,0
ENSRNOG00000060561,256,300,178,178,173,206,266,185,237
ENSRNOG00000060562,0,0,0,0,0,0,0,0,0
ENSRNOG00000060563,0,0,0,0,0,0,0,0,0
ENSRNOG00000060564,0,0,0,0,0,0,0,0,0
ENSRNOG00000060565,0,0,0,0,0,0,0,0,0
ENSRNOG00000060566,0,0,0,0,0,0,0,0,0
ENSRNOG00000060567,5,1,2,0,0,0,0,0,0
ENSRNOG00000060568,1102,1374,935,354,362,543,507,385,395
ENSRNOG00000060569,0,0,0,0,0,0,0,0,0
ENSRNOG00000060570,0,0,0,0,0,0,0,0,0
ENSRNOG00000060571,2197,1835,1834,1068,981,1297,1461,1036,1173
ENSRNOG00000060572,28,46,47,45,54,71,89,48,54
ENSRNOG00000060573,0,0,0,0,0,0,0,0,0
ENSRNOG00000060574,171,103,104,330,234,278,513,224,171
ENSRNOG00000060575,0,0,0,0,0,0,0,0,0
ENSRNOG00000060576,0,0,0,0,0,0,0,0,0
ENSRNOG00000060577,0,0,0,0,0,0,0,0,0
ENSRNOG00000060578,0,2,0,0,4,0,2,5,2
ENSRNOG00000060579,0,0,0,0,0,0,0,0,0
ENSRNOG00000060580,373,240,249,535,596,765,951,644,635
ENSRNOG00000060581,0,0,0,0,0,0,0,0,0
ENSRNOG00000060582,0,0,0,0,0,0,0,0,0
ENSRNOG00000060583,0,0,0,0,0,0,0,0,0
ENSRNOG00000060584,1,1,0,0,0,0,0,0,0
ENSRNOG00000060585,0,0,0,0,0,0,0,0,0
ENSRNOG00000060586,0,0,0,0,0,0,0,0,0
ENSRNOG00000060587,8,2,0,2,0,1,5,1,0
ENSRNOG00000060588,3,0,0,0,0,0,0,0,1
ENSRNOG00000060589,1,0,2,2,3,1,1,1,0
ENSRNOG00000060590,0,0,0,0,0,0,0,0,0
ENSRNOG00000060591,1,1,0,0,0,0,0,0,0
ENSRNOG00000060592,0,0,0,0,0,0,0,0,0
ENSRNOG00000060593,0,0,0,0,0,0,0,0,0
ENSRNOG00000060594,0,0,0,0,1,0,0,1,0
ENSRNOG00000060595,0,0,0,0,0,0,0,0,0
ENSRNOG00000060596,0,0,0,0,0,0,0,0,0
ENSRNOG00000060597,2475,1862,1881,2234,2046,2291,3019,2035,1994
ENSRNOG00000060598,0,0,0,0,0,0,0,0,0
ENSRNOG00000060599,3,2,5,8,3,2,5,2,2
ENSRNOG00000060600,0,0,0,0,0,0,0,0,0
ENSRNOG00000060601,0,0,0,0,0,0,0,0,0
ENSRNOG00000060602,0,0,0,0,0,0,1,0,0
ENSRNOG00000060603,707,846,550,219,250,378,400,234,310
ENSRNOG00000060604,0,0,0,0,0,0,0,0,0
ENSRNOG00000060605,32,18,16,5,13,16,13,9,10
ENSRNOG00000060606,0,2,0,1,0,0,1,0,0
ENSRNOG00000060607,0,0,3,9,1,2,6,1,6
ENSRNOG00000060608,0,0,0,0,0,0,0,0,0
ENSRNOG00000060609,0,0,0,0,0,0,0,0,0
ENSRNOG00000060610,37,3,24,13,5,20,16,6,40
ENSRNOG00000060611,0,0,0,0,0,0,0,0,0
ENSRNOG00000060612,0,0,0,0,0,0,0,0,0
ENSRNOG00000060613,0,0,0,0,0,0,0,0,0
ENSRNOG00000060614,2710,1274,1513,4338,3735,5494,11638,4253,5578
ENSRNOG00000060615,2188,2189,2127,951,861,1073,1292,793,842
ENSRNOG00000060616,1,0,0,3,0,0,0,1,1
ENSRNOG00000060617,194,208,233,116,98,134,179,110,105
ENSRNOG00000060618,0,0,0,0,0,0,0,0,0
ENSRNOG00000060619,0,0,0,0,0,0,0,0,0
ENSRNOG00000060620,0,0,0,1,0,0,0,0,1
ENSRNOG00000060621,2,0,1,0,0,0,0,0,0
ENSRNOG00000060622,0,0,0,2,1,0,1,0,0
ENSRNOG00000060623,346,265,313,223,243,322,631,267,327
ENSRNOG00000060624,1,0,0,0,0,0,0,0,0
ENSRNOG00000060625,0,0,0,0,0,0,0,0,0
ENSRNOG00000060626,177,192,186,147,105,122,231,143,152
ENSRNOG00000060627,0,0,0,0,1,0,3,0,1
ENSRNOG00000060628,0,0,0,0,0,0,0,0,0
ENSRNOG00000060629,0,0,0,0,0,0,0,0,0
ENSRNOG00000060630,0,0,0,0,0,0,0,0,0
ENSRNOG00000060631,0,0,0,0,0,0,0,0,0
ENSRNOG00000060632,0,0,0,0,0,0,0,0,0
ENSRNOG00000060633,2,1,0,7,1,1,2,0,0
ENSRNOG00000060634,0,1,0,3,1,3,4,0,3
ENSRNOG00000060635,6,3,6,6,8,14,22,11,13
ENSRNOG00000060636,11,3,3,1,2,7,17,16,4
ENSRNOG00000060637,1,1,2,0,1,1,1,2,2
ENSRNOG00000060638,0,0,0,0,0,0,0,0,0
ENSRNOG00000060639,0,0,0,0,0,0,0,0,0
ENSRNOG00000060640,0,0,0,0,0,0,0,0,0
ENSRNOG00000060641,0,0,0,0,0,0,0,0,0
ENSRNOG00000060642,0,0,0,0,0,0,0,0,0
ENSRNOG00000060643,0,0,0,0,0,0,0,0,0
ENSRNOG00000060644,0,0,0,1,0,0,0,0,0
ENSRNOG00000060645,0,0,0,0,0,0,0,0,0
ENSRNOG00000060646,0,0,0,0,0,0,0,0,0
ENSRNOG00000060648,0,0,0,0,0,0,0,0,0
ENSRNOG00000060649,137,37,63,394,250,248,372,260,239
ENSRNOG00000060650,1,0,0,0,0,0,1,0,0
ENSRNOG00000060651,0,0,0,0,0,0,0,0,0
ENSRNOG00000060652,0,0,0,0,0,0,0,0,0
ENSRNOG00000060653,0,0,0,0,0,0,0,0,0
ENSRNOG00000060654,0,0,0,0,0,0,0,0,0
ENSRNOG00000060655,0,0,0,0,0,0,1,0,0
ENSRNOG00000060656,0,0,0,0,0,0,0,0,0
ENSRNOG00000060657,0,0,0,0,0,0,0,0,0
ENSRNOG00000060658,0,0,0,0,0,1,0,0,0
ENSRNOG00000060659,0,0,0,0,0,0,0,0,0
ENSRNOG00000060660,1,0,0,3,0,0,1,1,0
ENSRNOG00000060661,0,0,0,0,0,0,0,0,0
ENSRNOG00000060662,1,0,3,4,0,0,1,1,0
ENSRNOG00000060663,0,0,0,0,0,0,0,0,0
ENSRNOG00000060664,0,0,0,1,0,0,0,0,0
ENSRNOG00000060665,1401,1384,1106,565,740,909,778,795,850
ENSRNOG00000060666,4,2,4,1,0,0,0,2,4
ENSRNOG00000060667,3,0,0,0,0,2,0,0,0
ENSRNOG00000060668,0,0,0,0,0,1,2,0,0
ENSRNOG00000060669,6,1,9,3,4,4,5,4,1
ENSRNOG00000060670,0,0,0,0,0,0,0,0,0
ENSRNOG00000060671,0,0,0,0,0,0,0,0,0
ENSRNOG00000060672,0,0,0,0,1,0,1,0,0
ENSRNOG00000060673,2,0,1,0,0,0,0,0,1
ENSRNOG00000060674,4,5,12,0,3,0,0,0,0
ENSRNOG00000060675,0,0,0,0,0,0,0,0,0
ENSRNOG00000060676,0,0,0,0,0,0,0,0,0
ENSRNOG00000060677,0,0,0,0,0,0,0,0,0
ENSRNOG00000060678,0,0,1,0,0,0,0,0,1
ENSRNOG00000060679,0,0,0,0,0,0,0,0,0
ENSRNOG00000060680,2,6,0,3,0,4,4,4,1
ENSRNOG00000060681,9,4,6,0,0,0,0,0,0
ENSRNOG00000060682,0,0,0,0,0,0,0,0,0
ENSRNOG00000060683,0,0,0,0,0,0,0,0,0
ENSRNOG00000060684,58,26,30,49,30,38,66,30,31
ENSRNOG00000060685,0,0,0,0,0,0,0,0,0
ENSRNOG00000060686,0,0,0,0,0,0,0,0,0
ENSRNOG00000060687,18,65,39,19,31,64,57,26,17
ENSRNOG00000060688,0,0,0,0,0,0,0,0,0
ENSRNOG00000060689,38,119,51,47,63,106,122,78,65
ENSRNOG00000060690,429,336,295,142,124,205,203,122,150
ENSRNOG00000060691,0,5,3,0,0,1,0,0,0
ENSRNOG00000060692,0,0,0,0,0,0,0,0,0
ENSRNOG00000060693,21,10,15,23,7,15,56,14,13
ENSRNOG00000060694,4960,4710,4131,2363,1791,2131,3303,1674,1882
ENSRNOG00000060695,6,3,2,20,17,5,10,14,6
ENSRNOG00000060696,0,0,0,0,0,0,0,0,0
ENSRNOG00000060697,0,0,0,0,0,0,0,0,0
ENSRNOG00000060698,0,0,0,0,0,0,0,0,0
ENSRNOG00000060699,0,0,0,0,0,0,0,0,0
ENSRNOG00000060700,0,0,0,0,0,0,0,0,0
ENSRNOG00000060701,94,133,85,81,142,158,144,113,94
ENSRNOG00000060702,0,0,0,0,0,0,0,0,0
ENSRNOG00000060703,19,5,13,58,18,18,45,20,11
ENSRNOG00000060704,33,18,47,24,6,31,14,5,24
ENSRNOG00000060705,0,0,0,3,0,1,4,0,1
ENSRNOG00000060706,1,0,0,0,0,0,2,0,0
